,a,c,h,k,n,s,t,z
37198,366803.0,379731.0,54059.0,7736.0,205244.0,138272.0,9346.0,235229.0
37199,315907.0,224681.0,17329.0,12946.0,38366.0,35911.0,15071.0,532010.0
37200,257170.0,129724.0,13377.0,26604.0,8763.0,18097.0,30048.0,1839238.0
37201,200681.0,120679.0,18659.0,43906.0,3067.0,8705.0,59605.0,4994627.0
37202,177098.0,97650.0,29905.0,52626.0,1566.0,6044.0,105002.0,9863159.0
37203,159323.0,114463.0,59083.0,48825.0,1767.0,7038.0,147851.0,9017863.0
37204,160111.0,122654.0,128643.0,74441.0,5059.0,17964.0,184262.0,6604419.0
37205,176671.0,232539.0,288434.0,75297.0,27482.0,49395.0,200619.0,8415040.0
37206,203775.0,341825.0,688070.0,80799.0,107620.0,139184.0,249776.0,10192289.0
37207,230424.0,577395.0,796315.0,92827.0,287845.0,284754.0,269704.0,10179140.0
37208,259154.0,888457.0,824202.0,88358.0,447372.0,399523.0,295012.0,10911792.0
37209,279373.0,883981.0,947708.0,65229.0,584388.0,477015.0,304115.0,8608265.0
37210,312629.0,982149.0,1007076.0,86928.0,650786.0,579405.0,346573.0,5550470.0
37211,318295.0,1115931.0,1069681.0,93812.0,684154.0,582232.0,344607.0,6742784.0
37212,323236.0,1226421.0,1239513.0,105344.0,670205.0,617027.0,499361.0,9609146.0
37213,333274.0,1277828.0,1396992.0,151212.0,699413.0,656574.0,607055.0,13649188.0
37214,319284.0,1243059.0,1526654.0,119122.0,679241.0,688269.0,558452.0,15033763.0
37215,312529.0,1187512.0,1479441.0,67213.0,580204.0,627538.0,335738.0,11982650.0
37216,309209.0,1209016.0,1238076.0,32073.0,585510.0,658863.0,167832.0,6540614.0
37217,331378.0,1428067.0,993836.0,20279.0,832954.0,796021.0,81377.0,2712754.0
37218,345969.0,1620451.0,885323.0,11852.0,1168442.0,1284689.0,39002.0,1072141.0
37219,374413.0,1678580.0,751172.0,7584.0,1544565.0,1284482.0,24325.0,541028.0
37220,400243.0,1515516.0,580912.0,6799.0,1513110.0,1149578.0,20201.0,295709.0
37221,403902.0,825992.0,225181.0,7214.0,845049.0,639677.0,14254.0,192114.0
37222,374378.0,470947.0,84686.0,11935.0,205608.0,223794.0,14207.0,244350.0
37223,314486.0,241080.0,27939.0,21141.0,45878.0,65776.0,19448.0,500582.0
37224,265564.0,203333.0,23235.0,45771.0,14880.0,37047.0,35288.0,1498164.0
37225,218960.0,147358.0,30739.0,59792.0,6495.0,23358.0,90009.0,3892197.0
37226,193836.0,118867.0,46591.0,70033.0,3665.0,17502.0,282293.0,6338800.0
37227,178259.0,114925.0,80830.0,59966.0,3494.0,17312.0,306318.0,7733695.0
37228,179597.0,152360.0,172359.0,86729.0,10468.0,36089.0,267036.0,5853703.0
37229,194500.0,269239.0,343810.0,100526.0,39582.0,88398.0,203880.0,7685665.0
37230,218918.0,453340.0,775310.0,97956.0,140176.0,205910.0,405222.0,12179444.0
37231,243021.0,720206.0,854169.0,108500.0,352029.0,388039.0,423815.0,13434195.0
37232,258975.0,851046.0,935271.0,103056.0,512645.0,517509.0,321136.0,12095311.0
37233,282371.0,899798.0,1017903.0,72449.0,619509.0,587680.0,252215.0,8131793.0
37234,311878.0,1175189.0,1107994.0,79941.0,719896.0,695288.0,324865.0,5290907.0
37235,321915.0,1241589.0,1195596.0,94275.0,768814.0,746174.0,358807.0,5996047.0
37236,328963.0,1034897.0,1207732.0,123498.0,746181.0,745893.0,469387.0,8761631.0
37237,327945.0,1150407.0,1395677.0,148396.0,748117.0,784191.0,777482.0,12675557.0
37238,329770.0,1136173.0,1757124.0,123292.0,711369.0,754220.0,632922.0,13804937.0
37239,315682.0,1205098.0,1504513.0,67378.0,576726.0,686329.0,345561.0,11358540.0
37240,315338.0,1044819.0,1198910.0,43105.0,645983.0,665741.0,150337.0,6332463.0
37241,334750.0,1084808.0,942816.0,15575.0,817028.0,704679.0,59080.0,2619955.0
37242,352305.0,1409691.0,776051.0,10576.0,1284088.0,1525550.0,26586.0,1030532.0
37243,398526.0,1321843.0,760218.0,5493.0,1683144.0,1195893.0,15156.0,469255.0
37244,398895.0,932505.0,544636.0,4180.0,1569689.0,996555.0,11848.0,235095.0
37245,382608.0,766218.0,239081.0,4978.0,732219.0,546322.0,8548.0,158327.0
37246,349504.0,353658.0,56833.0,8437.0,171375.0,165336.0,8216.0,191962.0
37247,303819.0,177739.0,19582.0,19514.0,30711.0,45420.0,12584.0,391610.0
37248,255133.0,142673.0,16804.0,47262.0,8009.0,19528.0,26590.0,1297002.0
37249,212014.0,126222.0,26817.0,69997.0,3323.0,12337.0,62223.0,3740643.0
37250,190426.0,122688.0,39035.0,70097.0,2133.0,10345.0,234328.0,6228015.0
37251,181872.0,153942.0,84799.0,69483.0,3590.0,17538.0,258863.0,7506490.0
37252,178670.0,270011.0,172014.0,114894.0,8585.0,32552.0,243152.0,5863538.0
37253,189076.0,308989.0,321972.0,107107.0,35793.0,74323.0,149827.0,7990236.0
37254,219338.0,448569.0,624655.0,118655.0,138007.0,214767.0,337351.0,10405299.0
37255,251005.0,932313.0,664050.0,125986.0,374611.0,426573.0,407195.0,11272369.0
37256,273321.0,971957.0,740997.0,127578.0,601087.0,517622.0,244439.0,13772403.0
37257,290336.0,1099787.0,884733.0,88692.0,729144.0,593701.0,231277.0,12992962.0
37258,311096.0,936664.0,915289.0,86444.0,755508.0,650437.0,264639.0,7464129.0
37259,316901.0,1063043.0,946659.0,85040.0,791959.0,640863.0,303327.0,8997394.0
37260,323960.0,929302.0,970804.0,104756.0,795449.0,639977.0,412072.0,11804398.0
37261,317665.0,807780.0,1043880.0,123844.0,813064.0,627596.0,547050.0,15898904.0
37262,319787.0,987768.0,1239999.0,108850.0,786917.0,635039.0,505153.0,16867076.0
37263,311895.0,786065.0,1266222.0,65832.0,683480.0,623649.0,300252.0,14036819.0
37264,302122.0,802405.0,1079713.0,33738.0,676797.0,565825.0,123181.0,7144232.0
37265,319506.0,846516.0,802344.0,17869.0,995295.0,630668.0,47405.0,3047647.0
37266,337477.0,1077969.0,680340.0,10101.0,1308113.0,740107.0,23587.0,1233369.0
37267,358125.0,1032574.0,609271.0,7516.0,1761381.0,1000691.0,17117.0,548389.0
37268,380839.0,1047377.0,445205.0,7163.0,1850666.0,990337.0,16519.0,352808.0
37269,380045.0,698922.0,201555.0,7766.0,863363.0,519973.0,16262.0,280290.0
37270,357947.0,423489.0,70974.0,11076.0,228869.0,195433.0,16714.0,340391.0
37271,311534.0,201031.0,26233.0,17828.0,41523.0,75286.0,21598.0,618280.0
37272,254492.0,207502.0,27629.0,37423.0,13920.0,38778.0,43701.0,1684659.0
37273,212718.0,178417.0,32362.0,53416.0,6987.0,23784.0,92072.0,4236439.0
37274,193449.0,191166.0,53176.0,67917.0,7704.0,27211.0,300709.0,7099163.0
37275,180979.0,183357.0,93510.0,58358.0,4937.0,24169.0,300595.0,8263140.0
37276,166010.0,130842.0,165532.0,75588.0,8127.0,30099.0,221140.0,6117648.0
37277,184701.0,178450.0,532166.0,87042.0,41328.0,73549.0,188129.0,11293330.0
37278,204138.0,252457.0,665567.0,83828.0,125801.0,157624.0,377610.0,11727526.0
37279,227349.0,389295.0,689939.0,93716.0,325413.0,323367.0,349642.0,11881148.0
37280,254457.0,528763.0,846093.0,88151.0,510233.0,446326.0,256668.0,11960019.0
37281,275529.0,609542.0,917722.0,74843.0,613980.0,816139.0,216079.0,9669379.0
37282,305519.0,693486.0,1050529.0,81489.0,719755.0,994246.0,257302.0,6618726.0
37283,319634.0,743205.0,1175375.0,95547.0,728448.0,988830.0,344487.0,7420193.0
37284,328070.0,795946.0,1402491.0,92104.0,737039.0,995540.0,408000.0,10260191.0
37285,327309.0,829449.0,1463678.0,113315.0,743133.0,992430.0,630771.0,13381074.0
37286,321563.0,971561.0,1518991.0,98010.0,689042.0,894038.0,516492.0,14941406.0
37287,307947.0,970202.0,1352623.0,58779.0,622574.0,939068.0,281784.0,12106916.0
37288,302225.0,807407.0,1128930.0,30125.0,640029.0,765447.0,131819.0,6715582.0
37289,305697.0,784713.0,883804.0,12993.0,789799.0,844015.0,58937.0,2979821.0
37290,327616.0,956844.0,685489.0,10223.0,1078208.0,1096547.0,30261.0,1257311.0
37291,344615.0,1083132.0,589091.0,6237.0,1334828.0,1323820.0,20009.0,488024.0
37292,376622.0,1215259.0,472786.0,4776.0,1435745.0,1261813.0,16797.0,300374.0
37293,366209.0,558512.0,212073.0,5800.0,716393.0,773698.0,15346.0,195306.0
37294,340544.0,240259.0,70349.0,10070.0,167241.0,306969.0,13878.0,288403.0
37295,300056.0,130332.0,21854.0,15873.0,29108.0,107904.0,18560.0,557026.0
37296,253617.0,83677.0,21931.0,30598.0,8175.0,54765.0,29159.0,1381853.0
37297,212391.0,84318.0,27156.0,49059.0,3530.0,39638.0,74020.0,3680722.0
37298,187880.0,71967.0,35647.0,61918.0,1891.0,32381.0,238314.0,6118117.0
37299,159452.0,61609.0,59122.0,48566.0,1712.0,10057.0,248942.0,6812969.0
37300,164232.0,146938.0,143980.0,70973.0,6125.0,30613.0,189819.0,5739123.0
37301,165169.0,248310.0,301284.0,81511.0,29658.0,149715.0,140486.0,7028631.0
37302,184327.0,398605.0,434490.0,97468.0,127869.0,377550.0,314871.0,8747658.0
37303,215783.0,460569.0,555311.0,93479.0,355244.0,450375.0,280959.0,10118448.0
37304,262082.0,640212.0,694242.0,94333.0,543922.0,581333.0,203000.0,10438028.0
37305,290496.0,788001.0,810301.0,75446.0,693664.0,689747.0,157578.0,8856555.0
37306,326732.0,777571.0,903982.0,79830.0,726696.0,721871.0,139493.0,5407969.0
37307,360120.0,778691.0,1011313.0,84001.0,769182.0,714330.0,136778.0,5937208.0
37308,370733.0,860455.0,1076835.0,100340.0,847529.0,772050.0,180664.0,8328853.0
37309,354948.0,946668.0,1170292.0,134755.0,746160.0,742665.0,252219.0,11279206.0
37310,350006.0,1041571.0,1415257.0,100501.0,693898.0,735809.0,245789.0,13869704.0
37311,337576.0,791494.0,1724362.0,89482.0,770530.0,799054.0,195229.0,12762980.0
37312,327735.0,734580.0,1187364.0,41683.0,925315.0,770729.0,119470.0,7918266.0
37313,341101.0,848787.0,861844.0,20454.0,917284.0,835317.0,56609.0,3525533.0
37314,351067.0,1041508.0,886359.0,11842.0,1157635.0,989779.0,28208.0,1515551.0
37315,366805.0,980651.0,602269.0,6698.0,1818603.0,1186902.0,17005.0,702764.0
37316,388320.0,955601.0,412110.0,4359.0,1682350.0,1076899.0,13472.0,345578.0
37317,390175.0,591473.0,202246.0,5082.0,1077710.0,555210.0,9158.0,193913.0
37318,370053.0,296200.0,68886.0,7111.0,307908.0,190387.0,9334.0,207893.0
37319,321038.0,125400.0,26140.0,12427.0,48786.0,58251.0,10300.0,424172.0
37320,270765.0,136250.0,24162.0,22573.0,12267.0,27970.0,20488.0,1006398.0
37321,227151.0,86218.0,30246.0,34950.0,5101.0,17290.0,39500.0,2187929.0
37322,199302.0,136178.0,43911.0,42234.0,10566.0,12175.0,70210.0,3800548.0
37323,173847.0,141308.0,68296.0,46081.0,2489.0,12810.0,100168.0,4769641.0
37324,167646.0,187982.0,117298.0,64508.0,4780.0,21867.0,125609.0,4916098.0
37325,172304.0,167643.0,229711.0,68647.0,19672.0,51051.0,118592.0,6074266.0
37326,190995.0,307128.0,360644.0,62139.0,90020.0,136267.0,151107.0,6323249.0
37327,221778.0,571376.0,478795.0,72076.0,267972.0,294434.0,165709.0,6652179.0
37328,251745.0,805173.0,617166.0,67933.0,458803.0,841166.0,166658.0,6380443.0
37329,276309.0,641248.0,655574.0,73383.0,567146.0,512679.0,155928.0,5258505.0
37330,311960.0,643259.0,789507.0,81671.0,625438.0,534670.0,154479.0,7288131.0
37331,338714.0,688016.0,751962.0,65798.0,583083.0,438868.0,133798.0,8009043.0
37332,339308.0,627583.0,842723.0,102141.0,538725.0,520898.0,179861.0,10933816.0
37333,326415.0,761651.0,887979.0,137611.0,582379.0,589411.0,281339.0,13859983.0
37334,324264.0,777897.0,1089528.0,107331.0,665527.0,678205.0,273715.0,16993973.0
37335,316014.0,883497.0,1077379.0,65388.0,667240.0,639039.0,202026.0,15657975.0
37336,306765.0,849621.0,955142.0,34217.0,694744.0,634093.0,118126.0,10577364.0
37337,321897.0,896262.0,815136.0,17703.0,907078.0,719072.0,62794.0,5449153.0
37338,339160.0,1052306.0,769963.0,9074.0,1244723.0,1212374.0,32159.0,2439897.0
37339,366265.0,1161712.0,826834.0,5653.0,1551256.0,1127143.0,22294.0,922045.0
37340,384503.0,1302738.0,660984.0,5393.0,1747561.0,1075628.0,16948.0,449001.0
37341,388903.0,949843.0,377381.0,8869.0,1147174.0,735938.0,17221.0,455684.0
37342,349429.0,407735.0,110147.0,7746.0,279566.0,203931.0,9703.0,394953.0
37343,298802.0,184370.0,39017.0,15844.0,58779.0,65838.0,10592.0,560644.0
37344,253299.0,99355.0,22361.0,26808.0,20512.0,49719.0,15642.0,1454008.0
37345,212943.0,66892.0,23877.0,40348.0,9707.0,20036.0,32003.0,2365795.0
37346,192165.0,94597.0,33110.0,56750.0,2804.0,11739.0,75002.0,3879405.0
37347,170848.0,105909.0,57723.0,56940.0,2174.0,12099.0,126558.0,5433522.0
37348,164342.0,133973.0,121056.0,71829.0,3734.0,19614.0,177434.0,6117149.0
37349,179579.0,213458.0,263317.0,83991.0,17022.0,53926.0,164982.0,7872181.0
37350,196350.0,280651.0,435971.0,97589.0,90868.0,165236.0,218612.0,7631542.0
37351,222273.0,440389.0,769919.0,103147.0,308424.0,383168.0,237567.0,8373012.0
37352,251907.0,703062.0,981933.0,94404.0,547425.0,704714.0,254453.0,8502331.0
37353,275014.0,943475.0,1116734.0,95378.0,728704.0,772242.0,242943.0,7956696.0
37354,310239.0,1016536.0,1596367.0,98275.0,876818.0,767901.0,275999.0,7387703.0
37355,325950.0,1109629.0,1524120.0,106836.0,896059.0,785527.0,297828.0,7687954.0
37356,324863.0,1062860.0,1281965.0,121915.0,1136278.0,792312.0,370329.0,13248564.0
37357,323474.0,861423.0,1223238.0,153318.0,821568.0,851203.0,520909.0,15788454.0
37358,323679.0,958395.0,1434662.0,127909.0,843357.0,850062.0,497656.0,17149374.0
37359,315244.0,982418.0,1479590.0,66858.0,990833.0,841221.0,303989.0,15338661.0
37360,316147.0,1012710.0,1238086.0,31752.0,954274.0,800815.0,146143.0,8024398.0
37361,323019.0,982903.0,1036837.0,16337.0,1103670.0,925248.0,67361.0,3660413.0
37362,331558.0,1059292.0,821860.0,8264.0,1490505.0,1072408.0,32965.0,1384238.0
37363,347949.0,1198484.0,816423.0,4973.0,1867084.0,1172183.0,18630.0,599670.0
37364,369692.0,1257832.0,685742.0,4544.0,1815494.0,1177633.0,16546.0,311002.0
37365,368737.0,601706.0,237442.0,4889.0,919994.0,528281.0,11211.0,206541.0
37366,343147.0,331838.0,72738.0,9101.0,185960.0,166149.0,11298.0,261717.0
37367,297969.0,154055.0,25177.0,16777.0,36182.0,48626.0,14708.0,622088.0
37368,247611.0,102913.0,18227.0,32079.0,10988.0,24266.0,25845.0,1543791.0
37369,214638.0,100208.0,24244.0,53751.0,4846.0,15403.0,76557.0,3756901.0
37370,184564.0,85375.0,36984.0,60146.0,2495.0,11968.0,254812.0,6646503.0
37371,159394.0,81991.0,73622.0,53220.0,3058.0,13240.0,267673.0,7715836.0
37372,155601.0,112121.0,151703.0,76647.0,5995.0,25985.0,229086.0,6254331.0
37373,167006.0,169340.0,421528.0,91394.0,28661.0,66909.0,163698.0,7514060.0
37374,187269.0,289880.0,1352173.0,100933.0,114399.0,173170.0,368221.0,8960144.0
37375,221489.0,557412.0,1489853.0,120204.0,340883.0,373355.0,423108.0,9202867.0
37376,246933.0,728654.0,1311043.0,110163.0,559303.0,466384.0,310825.0,9899068.0
37377,269560.0,770774.0,1226461.0,80638.0,666685.0,539585.0,247725.0,7875097.0
37378,300414.0,934416.0,1332330.0,87496.0,761761.0,670891.0,310736.0,5558532.0
37379,318171.0,1018657.0,1405527.0,98715.0,751788.0,695150.0,367698.0,6084259.0
37380,324181.0,1209693.0,1369700.0,126868.0,826981.0,720728.0,511864.0,9299898.0
37381,327746.0,1050991.0,1407211.0,178003.0,824218.0,733695.0,766607.0,11974430.0
37382,317444.0,987263.0,1692196.0,124091.0,764119.0,685714.0,608395.0,13357504.0
37383,308471.0,1013435.0,1683616.0,59228.0,614963.0,593162.0,333434.0,11284898.0
37384,303434.0,959573.0,1370652.0,29098.0,624046.0,581908.0,149414.0,6043305.0
37385,324404.0,925690.0,1026412.0,11223.0,948030.0,586223.0,54472.0,2362043.0
37386,328694.0,1051798.0,752158.0,5486.0,1224512.0,1026064.0,24221.0,988621.0
37387,348203.0,1093844.0,693458.0,3186.0,1663264.0,1000955.0,15616.0,461894.0
37388,359061.0,802268.0,473196.0,2546.0,1741193.0,825707.0,10688.0,256352.0
37389,362762.0,507800.0,198817.0,3568.0,732190.0,398553.0,9062.0,199742.0
37390,344205.0,358169.0,58062.0,7107.0,159098.0,128230.0,8792.0,301264.0
37391,290862.0,184145.0,18720.0,15067.0,25666.0,33587.0,15245.0,515409.0
37392,245996.0,112642.0,16070.0,30359.0,6674.0,15199.0,26022.0,1644678.0
37393,204766.0,85973.0,26961.0,55948.0,2668.0,9370.0,77392.0,4160214.0
37394,181325.0,97786.0,47733.0,81443.0,1495.0,6790.0,290869.0,6521489.0
37395,163500.0,89974.0,78388.0,67054.0,1716.0,8182.0,288399.0,7727008.0
37396,164867.0,116778.0,166701.0,111618.0,5680.0,20607.0,235122.0,6677467.0
37397,171112.0,177296.0,344168.0,103102.0,31248.0,59877.0,158285.0,8575845.0
37398,196595.0,317751.0,754562.0,119882.0,130889.0,175219.0,384846.0,11219883.0
37399,222989.0,486687.0,785064.0,130145.0,344586.0,355790.0,400609.0,13294540.0
37400,252403.0,615597.0,781308.0,136634.0,511528.0,424464.0,308636.0,12750001.0
37401,267344.0,754322.0,823979.0,90966.0,634236.0,494369.0,218323.0,10989439.0
37402,299739.0,850904.0,942732.0,106044.0,669198.0,592679.0,283287.0,6320730.0
37403,312340.0,982487.0,1033345.0,104581.0,708779.0,651590.0,323706.0,6757133.0
37404,330450.0,1025948.0,1165768.0,136639.0,739791.0,755631.0,512937.0,9688223.0
37405,319516.0,988386.0,1229892.0,138286.0,743615.0,722111.0,690281.0,13672799.0
37406,324179.0,1184612.0,1476641.0,123452.0,699413.0,724061.0,609637.0,15304408.0
37407,315408.0,1207702.0,1495134.0,73217.0,616512.0,628136.0,345237.0,12252027.0
37408,304348.0,1463972.0,1221202.0,33885.0,684344.0,683337.0,132287.0,6648084.0
37409,320459.0,1757954.0,1048192.0,14019.0,1026876.0,606344.0,51911.0,2906518.0
37410,345589.0,2129077.0,864795.0,6660.0,1450779.0,1061554.0,21096.0,1210490.0
37411,354515.0,2567808.0,851054.0,3634.0,1716968.0,1423344.0,11675.0,519332.0
37412,366856.0,1774257.0,477369.0,3734.0,1595504.0,914091.0,10101.0,312167.0
37413,360802.0,972336.0,197042.0,4214.0,721736.0,386622.0,7553.0,224418.0
37414,343878.0,521489.0,50074.0,8038.0,149441.0,112792.0,8747.0,265442.0
37415,295910.0,303770.0,19135.0,17930.0,26263.0,35112.0,15847.0,632224.0
37416,249166.0,181239.0,20285.0,37759.0,8757.0,14699.0,27920.0,2292507.0
37417,206199.0,154995.0,35097.0,59941.0,2579.0,9174.0,82011.0,5594696.0
37418,180001.0,176475.0,55092.0,71628.0,3296.0,7405.0,262101.0,8105997.0
37419,164177.0,168959.0,100043.0,59725.0,4324.0,8473.0,275345.0,9325408.0
37420,158044.0,191539.0,183728.0,89012.0,6206.0,19505.0,213414.0,7186028.0
37421,171063.0,264877.0,367010.0,95591.0,36333.0,63809.0,152710.0,9628111.0
37422,195398.0,396717.0,578868.0,99423.0,159828.0,176400.0,352138.0,10690197.0
37423,218633.0,754526.0,669460.0,100952.0,368897.0,320314.0,344034.0,10500411.0
37424,246743.0,858132.0,849495.0,98582.0,565177.0,407223.0,257959.0,10649001.0
37425,264101.0,883699.0,898180.0,71469.0,737634.0,470220.0,216322.0,8642909.0
37426,296509.0,1020621.0,1080322.0,73151.0,927791.0,563967.0,259198.0,5525292.0
37427,311986.0,1247242.0,1142019.0,83285.0,926357.0,614550.0,311356.0,6508362.0
37428,314280.0,1389824.0,1170438.0,90102.0,793921.0,647098.0,472456.0,8834606.0
37429,312870.0,1259070.0,1280320.0,130928.0,755202.0,639404.0,643233.0,12659493.0
37430,311030.0,1435131.0,1558484.0,92074.0,711662.0,664057.0,585154.0,14614843.0
37431,302346.0,1279213.0,1573614.0,52488.0,608376.0,613004.0,326822.0,12741769.0
37432,293374.0,1425954.0,1214010.0,24823.0,620319.0,559077.0,138499.0,6763657.0
37433,304567.0,1782717.0,918850.0,12348.0,809813.0,598909.0,57211.0,2841795.0
37434,319929.0,1820681.0,707622.0,7057.0,1215518.0,747163.0,24884.0,1168092.0
37435,339734.0,1834055.0,689350.0,3832.0,1538712.0,935120.0,15025.0,527720.0
37436,353008.0,1370133.0,409377.0,2294.0,1649816.0,900264.0,13078.0,300921.0
37437,356468.0,856564.0,178831.0,2879.0,752165.0,363335.0,10933.0,380518.0
37438,332038.0,382059.0,62823.0,5760.0,163714.0,106418.0,11312.0,405179.0
37439,289602.0,341165.0,21205.0,14199.0,25545.0,34196.0,15017.0,616582.0
37440,246766.0,177914.0,18780.0,29410.0,7271.0,16861.0,29592.0,1563927.0
37441,213628.0,148138.0,28538.0,48602.0,3123.0,11420.0,79164.0,4062356.0
37442,182285.0,107107.0,44079.0,56256.0,4607.0,8341.0,227160.0,6976041.0
37443,164103.0,158165.0,77818.0,49831.0,21901.0,9644.0,230491.0,7879125.0
37444,160939.0,160762.0,153990.0,69551.0,33673.0,22265.0,189087.0,5804012.0
37445,175747.0,266196.0,437668.0,87152.0,101592.0,62292.0,135090.0,7566511.0
37446,196034.0,493849.0,622440.0,95835.0,288434.0,200033.0,304286.0,9147582.0
37447,216033.0,715347.0,619146.0,106373.0,572537.0,356738.0,307872.0,9990138.0
37448,237904.0,889747.0,751970.0,95773.0,836205.0,454548.0,230013.0,9884395.0
37449,255171.0,1100796.0,769204.0,70485.0,950691.0,482790.0,167142.0,8626664.0
37450,285531.0,1093918.0,849227.0,81540.0,1035714.0,603502.0,200577.0,5584998.0
37451,306465.0,1027385.0,974033.0,96382.0,1061262.0,660505.0,241172.0,5994426.0
37452,306043.0,1240576.0,1059757.0,98529.0,1079953.0,667770.0,320565.0,9031818.0
37453,310679.0,1336530.0,1181560.0,111975.0,1104270.0,735194.0,544612.0,12739711.0
37454,302674.0,1496098.0,1388721.0,102043.0,1114177.0,684358.0,507956.0,14928744.0
37455,290602.0,1273423.0,1416297.0,61933.0,841096.0,597215.0,285020.0,12604207.0
37456,281331.0,1238683.0,1183846.0,28484.0,1971784.0,568277.0,134357.0,7419191.0
37457,294602.0,1099170.0,861844.0,12141.0,5395303.0,628213.0,50212.0,3396603.0
37458,312212.0,1178142.0,708479.0,6507.0,6532028.0,755493.0,24493.0,1441894.0
37459,325672.0,1288041.0,628812.0,4001.0,7674636.0,967883.0,15772.0,655653.0
37460,345369.0,941442.0,429627.0,3752.0,6246086.0,853561.0,11706.0,353202.0
37461,346331.0,533798.0,192497.0,4672.0,5072978.0,443678.0,10055.0,243870.0
37462,332813.0,378610.0,55639.0,8987.0,341967.0,117130.0,7683.0,300327.0
37463,300345.0,226553.0,19818.0,18670.0,69487.0,33831.0,12858.0,502819.0
37464,257851.0,179704.0,16869.0,35370.0,27753.0,13742.0,24549.0,1368283.0
37465,223827.0,120728.0,26871.0,57747.0,16129.0,8192.0,49628.0,3754654.0
37466,198255.0,151588.0,36612.0,64559.0,11156.0,5825.0,126987.0,7867634.0
37467,168881.0,192248.0,68676.0,59375.0,11496.0,7257.0,165537.0,10130970.0
37468,156885.0,233266.0,138204.0,84684.0,20341.0,19125.0,154552.0,8626258.0
37469,157826.0,358267.0,272386.0,105944.0,69101.0,69043.0,121945.0,11286796.0
37470,175542.0,608112.0,445103.0,106036.0,232459.0,190010.0,232340.0,13061440.0
37471,205209.0,877139.0,629546.0,107892.0,551610.0,350104.0,246813.0,12735405.0
37472,240817.0,901287.0,645072.0,90785.0,804474.0,405914.0,165926.0,9955307.0
37473,262801.0,962819.0,702369.0,68481.0,986776.0,435039.0,121254.0,8172548.0
37474,296819.0,1146760.0,823616.0,75729.0,1052043.0,520200.0,121788.0,5832587.0
37475,329234.0,1344048.0,867354.0,77717.0,1134121.0,565729.0,123268.0,7358161.0
37476,335236.0,1717245.0,928400.0,92845.0,1171735.0,638571.0,157698.0,10273533.0
37477,328941.0,1627480.0,1030738.0,107491.0,1026421.0,540120.0,217028.0,13564644.0
37478,328934.0,1566741.0,1361677.0,94586.0,880528.0,512566.0,206854.0,15756125.0
37479,312268.0,1521044.0,1339097.0,60157.0,770243.0,522922.0,153491.0,14558546.0
37480,296434.0,1564470.0,976103.0,35367.0,924790.0,510104.0,87504.0,8314048.0
37481,296668.0,1341379.0,695453.0,14409.0,1220100.0,530020.0,37671.0,3900451.0
37482,305090.0,1897117.0,648043.0,7729.0,1570827.0,676364.0,18954.0,1597218.0
37483,328655.0,1957432.0,674609.0,5089.0,2156033.0,861582.0,12597.0,605352.0
37484,345420.0,1436404.0,337470.0,2816.0,2243402.0,938412.0,8563.0,293487.0
37485,350964.0,1156939.0,173312.0,3895.0,1369246.0,477433.0,7506.0,171697.0
37486,339102.0,604461.0,60909.0,7172.0,366331.0,138539.0,7041.0,171475.0
37487,317232.0,324145.0,19789.0,12653.0,96651.0,43576.0,7951.0,314105.0
37488,285615.0,290187.0,16761.0,25297.0,29559.0,19749.0,15947.0,767703.0
37489,260115.0,233968.0,22917.0,33312.0,16525.0,10025.0,29205.0,1895867.0
37490,227716.0,236200.0,33844.0,42595.0,10833.0,9141.0,55333.0,3434702.0
37491,201137.0,239256.0,86416.0,51604.0,10117.0,17160.0,90212.0,5049834.0
37492,193602.0,419730.0,364113.0,80071.0,66072.0,72228.0,216578.0,7993813.0
37493,179477.0,295016.0,633511.0,75217.0,84262.0,109198.0,174854.0,7465771.0
37494,177927.0,239253.0,465789.0,67890.0,171822.0,172552.0,154292.0,7240488.0
37495,193320.0,318715.0,542445.0,76652.0,422317.0,322545.0,154305.0,9063698.0
37496,229628.0,393195.0,695254.0,74451.0,647347.0,719177.0,143819.0,9627436.0
37497,268064.0,419494.0,796488.0,71021.0,819776.0,612226.0,132940.0,7871035.0
37498,299109.0,470405.0,961409.0,78003.0,816438.0,597209.0,138431.0,5249094.0
37499,302434.0,610981.0,844203.0,80581.0,880383.0,542877.0,125093.0,5623496.0
37500,307696.0,646291.0,860725.0,93100.0,836571.0,591949.0,152327.0,8537570.0
37501,297141.0,957313.0,885639.0,109453.0,925690.0,704346.0,219684.0,12894697.0
37502,306488.0,1301912.0,1087162.0,126518.0,1033820.0,753937.0,232608.0,16317000.0
37503,297528.0,1572677.0,1173042.0,119118.0,1128540.0,749057.0,191198.0,15767209.0
37504,284970.0,1441323.0,1113112.0,63306.0,1100600.0,831286.0,127785.0,9644675.0
37505,307786.0,1687865.0,1099945.0,37601.0,1370393.0,1166711.0,63808.0,4749016.0
37506,309913.0,1920211.0,960691.0,17724.0,1937228.0,1344475.0,33249.0,2063063.0
37507,318484.0,1759143.0,1091824.0,11540.0,2480694.0,1318496.0,17983.0,734887.0
37508,345247.0,1469646.0,837007.0,6692.0,2272237.0,1201287.0,12684.0,314072.0
37509,348069.0,849621.0,376195.0,7308.0,1552326.0,653095.0,10096.0,187844.0
37510,324846.0,469530.0,141949.0,11996.0,412912.0,249643.0,9144.0,205583.0
